age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
67.0,4.0,1,,0,0.053811358236802186,0,0,0.0,17,8,0.038066865276398534,1,0.12155963302752296,2,0.0,0
56.0,7.0,1,1.0,0,0.05499255043556462,0,1,1.0,30,7,0.047997351870241636,2,0.0,0,,0
53.0,5.0,1,1.0,0,0.04587857881102267,0,1,1.0,21,8,0.023171135385633892,2,0.0,0,,0
68.0,4.0,1,1.0,0,0.1006966349444974,0,0,0.0,14,7,0.29559748427672955,2,0.0,0,,1
31.0,1.0,1,1.0,0,0.0467644729600945,0,0,1.0,27,8,0.025488248924197286,3,0.0,0,,0
59.0,0.0,1,1.0,0,0.04503295257781775,0,0,1.0,21,11,0.01191658391261172,1,0.0,0,,0
32.0,0.0,0,0.0,0,0.07850901330183488,1,0,1.0,26,8,0.3157894736842105,6,0.0,0,,1
49.0,1.0,1,0.0,0,0.061046160454222086,0,0,1.0,13,8,0.11585567692816948,3,0.0,0,,1
42.0,5.0,1,1.0,0,0.06877760030066711,1,0,,14,5,0.04832836809003641,1,0.0,0,,0
,4.0,1,2.0,0,0.04754298600018792,0,0,0.0,22,10,0.030784508440913606,1,0.0,0,,1
32.0,3.0,1,1.0,0,0.07250909383766661,1,0,1.0,14,11,0.04237007613373056,1,0.0,0,,1
33.0,0.0,1,1.0,0,0.0972872847344331,1,0,1.0,6,5,0.2519033432638199,1,0.393348623853211,2,0.0,1
,6.0,0,0.0,0,0.049341619575576166,1,0,,30,5,0.003972194637537239,18,0.0,0,,0
38.0,0.0,0,0.0,0,0.20515160870323887,1,0,,17,11,0.20026481297583584,2,0.1169724770642202,3,0.0,0
36.0,0.0,0,0.0,0,0.051891920913813235,0,0,1.0,11,8,0.033763654419066536,2,0.0,0,,0
52.0,3.0,1,1.0,0,0.05946228909679065,1,0,1.0,13,5,0.11949685534591195,1,0.0,0,,0
32.0,1.0,1,0.0,0,0.049784566650112085,1,0,1.0,13,5,0.06653426017874876,3,0.0,0,,0
32.0,1.0,0,0.0,0,0.07405269727923115,1,0,1.0,21,11,0.0023171135385633896,4,0.0,0,,0
34.0,0.0,0,0.0,0,0.056173742634327055,1,0,,7,5,0.033432638199271766,2,0.0,0,,0
55.0,3.0,1,2.0,0,0.046415484355914687,0,0,0.0,2,2,0.018205892088712348,3,0.006880733944954129,2,1.0,0
26.0,3.0,1,2.0,0,0.04446920175568113,1,0,,21,5,0.13935782853359815,1,0.0,0,,0
32.0,2.0,0,2.0,1,0.03307338156534812,1,1,1.0,4,2,0.066203243958954,1,0.0,0,,0
61.0,5.0,1,,0,0.10660259593830956,1,0,1.0,27,1,0.058589870903674277,1,0.106651376146789,1,2.0,1
45.0,3.0,1,2.0,0,0.055797908752902636,0,0,,5,6,0.3356504468718967,3,0.0,0,,1
37.0,1.0,0,1.0,0,0.04752956336156562,1,0,1.0,20,8,0.5746441575637207,2,0.0,0,,0
38.0,1.0,0,1.0,0,0.04514033368679615,0,0,1.0,29,8,0.031115524660708375,2,0.0,0,,0
34.0,1.0,1,0.0,0,0.06512664259540141,1,0,1.0,15,6,0.14465408805031446,1,0.06536697247706423,1,1.0,1
53.0,3.0,1,1.0,0,0.07441510852203326,1,0,1.0,14,7,0.08871234690499835,3,0.0,0,,0
48.0,5.0,1,1.0,0,0.08559616649440947,1,0,0.0,15,7,0.051307514068189335,2,0.0,0,,0
57.0,0.0,1,1.0,0,0.045569858122709764,0,1,0.0,4,2,0.04501820589208872,1,0.0,0,,0
33.0,7.0,0,0.0,0,0.07339498798673844,0,0,1.0,17,11,0.09632571996027806,1,0.0,0,,0
36.0,4.0,0,1.0,0,0.04582488825653347,1,1,,26,5,0.10261502813637867,1,0.0,0,,0
54.0,1.0,1,1.0,0,0.05499255043556462,1,1,,15,5,0.1903343263819927,1,0.0,0,,0
41.0,3.0,1,2.0,0,0.03754312022657414,0,1,0.0,8,7,0.18205892088712347,3,0.0,0,,0
63.0,4.0,1,1.0,0,0.05003959678393578,1,0,1.0,7,10,0.1055941741145316,1,0.0,0,,0
48.0,0.0,1,0.0,0,0.12348827532516342,0,0,1.0,13,8,0.0738166170142337,2,0.0,0,,0
48.0,6.0,1,1.0,0,0.06265687708889814,0,0,1.0,4,7,0.043032108573320085,2,0.0,0,,0
56.0,5.0,1,1.0,0,0.2709493832297553,0,0,1.0,7,10,0.07249255213505462,1,0.0,0,,0
51.0,3.0,1,1.0,0,0.04719399739600811,1,0,1.0,8,5,0.043032108573320085,1,0.19610091743119265,5,0.0,0
31.0,6.0,1,1.0,0,0.049006053610018654,1,0,1.0,28,1,0.049983449189010265,1,0.0,0,,0
29.0,1.0,1,1.0,0,0.050428853303982495,1,0,1.0,21,7,0.041708043694141016,4,0.0,0,,0
41.0,0.0,1,1.0,0,0.04446920175568113,0,1,1.0,7,7,0.207216153591526,3,0.0,0,,0
32.0,1.0,0,0.0,0,0.04930135165970927,0,0,1.0,19,11,0.0529625951671632,2,0.0,0,,0
37.0,0.0,1,0.0,0,0.04446920175568113,0,0,1.0,16,7,0.08738828202581926,2,0.2098623853211009,3,2.0,1
42.0,2.0,1,0.0,1,0.044496047032925735,1,0,,5,5,0.1244620986428335,1,0.0,0,,0
31.0,0.0,0,0.0,0,0.12833384786781385,1,0,,9,5,0.04965243296921549,2,0.0,0,,0
41.0,6.0,1,0.0,0,0.04999932886806888,1,0,,3,6,0.04965243296921549,5,0.0,0,,0
56.0,4.0,1,1.0,0,0.04908658944175246,1,0,,15,5,0.07183051969546507,1,0.0,0,,0
54.0,0.0,1,0.0,0,0.08771694339673293,0,0,1.0,14,8,0.020854021847070508,2,0.0,0,,0
41.0,3.0,1,1.0,0,0.0468047408759614,1,0,1.0,14,5,0.12015888778550148,2,0.34174311926605505,1,1.0,0
40.0,1.0,0,1.0,0,0.05240198118146065,0,1,1.0,14,8,0.027474346242965905,6,0.0,0,,0
50.0,3.0,1,2.0,0,0.04967718554113368,0,0,1.0,5,2,0.23071830519695466,1,0.0,0,,0
40.0,8.0,1,1.0,0,0.047408759613964915,1,0,1.0,17,11,0.066203243958954,2,0.22591743119266056,1,0.0,0
27.0,5.0,1,1.0,0,0.0505228117743386,1,0,1.0,16,7,0.21449851042701093,1,0.0,0,,1
60.0,4.0,1,2.0,0,0.044536314948792635,0,0,1.0,26,8,0.019529956967891428,2,0.0,0,,0
28.0,5.0,0,1.0,0,0.0468450087918283,1,1,1.0,6,5,0.04832836809003641,1,0.0,0,,0
52.0,6.0,1,1.0,0,0.05328787533053248,0,0,0.0,7,7,0.13042039059913935,2,0.5286697247706422,2,0.0,1
37.0,0.0,1,0.0,0,0.06211997154400613,0,0,1.0,30,6,0.07282356835484939,1,0.0,0,,1
51.0,3.0,1,2.0,0,0.06414678997597348,1,0,,7,5,0.13306852035749753,2,0.0,0,,0
41.0,1.0,0,1.0,0,0.05626770110468316,0,1,1.0,7,7,0.01853690830850712,4,0.0,0,,0
35.0,3.0,0,2.0,0,0.04840203487201514,1,0,,30,5,0.17113538563389605,2,0.0,0,,0
38.0,5.0,1,1.0,0,0.05016040053153649,1,0,1.0,17,4,0.09102946044356174,1,0.0,0,,0
34.0,3.0,1,1.0,0,0.06904605307311311,1,0,,20,5,0.06587222773915923,2,0.0,0,,0
39.0,3.0,1,2.0,0,0.04595911464275648,0,0,1.0,18,11,0.06521019529956967,2,0.0,0,,0
34.0,3.0,1,2.0,0,0.0505765023288278,1,0,,20,6,0.12181396888447532,3,0.0,0,,0
27.0,6.0,0,1.0,0,0.04185178722433256,1,0,1.0,18,5,0.12810327706057598,1,0.0,0,,1
32.0,0.0,0,0.0,0,0.09300546301391928,0,0,1.0,14,8,0.05329361138695796,2,0.0,0,,0
57.0,3.0,1,1.0,0,0.23363444785976026,0,0,1.0,11,8,0.07514068189341278,5,0.0,0,,0
41.0,,0,0.0,0,0.06550247647682582,0,0,1.0,1,7,0.09500165508109898,2,0.0,0,,0
41.0,5.0,1,0.0,0,0.11730043892028295,1,0,,14,5,0.047997351870241636,2,0.0,0,,0
30.0,5.0,0,0.0,0,0.047972510436101526,0,0,1.0,19,10,0.07580271433300231,1,0.15825688073394495,20,0.0,0
36.0,3.0,1,1.0,0,0.08262976335888109,0,0,1.0,12,2,0.1552466070837471,1,0.2098623853211009,1,2.0,0
31.0,8.0,0,2.0,0,0.04991879303633509,0,0,1.0,4,2,0.2423038728897716,1,0.0,0,,1
36.0,3.0,1,1.0,0,0.04446920175568113,1,0,,6,5,0.1102284011916584,1,0.0,0,,0
38.0,0.0,0,0.0,0,0.05108656259647522,1,0,1.0,11,5,0.1817279046673287,1,0.4220183486238532,7,0.0,0
49.0,1.0,1,1.0,0,0.12495134293499414,0,0,0.0,21,11,0.11287653095001655,2,0.0,0,,0
57.0,6.0,0,2.0,0,0.09516650783210964,1,0,0.0,13,5,0.02019198940748097,2,0.0,0,,0
34.0,0.0,0,1.0,0,0.05150266439376653,0,0,,13,8,0.0016550810989738498,1,0.0,0,,0
32.0,0.0,0,0.0,0,0.05217379632488155,1,0,1.0,14,4,0.08440913604766634,2,0.16743119266055045,3,0.0,0
37.0,3.0,1,1.0,0,0.05020066844740339,1,1,,9,6,0.12148295266468055,3,0.0,0,,0
33.0,7.0,1,0.0,0,0.05095233621025221,1,0,1.0,3,2,0.0913604766633565,2,0.0,0,,0
56.0,8.0,1,2.0,0,0.08998536932390169,0,0,1.0,21,4,0.07911287653095002,1,0.0,0,,1
27.0,9.0,1,2.0,0,0.04446920175568113,1,0,1.0,23,7,0.14266799073154585,3,0.0,0,,0
,10.0,0,1.0,0,0.07786472664796447,0,0,1.0,30,6,0.08407811982787157,6,0.19495412844036694,3,2.0,1
58.0,0.0,1,0.0,0,0.0648313445457108,1,0,0.0,29,7,0.0009930486593843098,5,0.0,0,,0
32.0,7.0,1,1.0,0,0.047381914336720315,1,1,1.0,15,7,0.103608076795763,5,0.0,0,,0
33.0,3.0,0,1.0,0,0.04476449980537174,0,0,1.0,30,1,0.02383316782522344,2,0.23853211009174316,1,0.0,0
25.0,10.0,0,1.0,0,0.04891209513966256,0,0,0.0,26,8,0.05494869248593181,4,0.0,0,,1
25.0,1.0,0,1.0,0,0.05124763425994282,0,1,1.0,17,11,0.12644819596160212,2,0.0,0,,1
30.0,6.0,1,1.0,0,0.0687373323848002,1,0,1.0,18,5,0.026150281363786824,2,0.0,0,,0
,5.0,0,1.0,0,0.09964966913195797,0,1,1.0,19,8,0.02019198940748097,1,0.0,0,,0
39.0,3.0,1,2.0,0,0.04516717896404075,0,0,1.0,13,8,0.021516054286660046,1,0.0,0,,0
46.0,0.0,1,0.0,0,0.04480476772123864,0,0,,17,6,0.1853690830850712,2,0.0,0,,0
31.0,5.0,1,1.0,0,0.06983798875182884,1,0,1.0,21,7,0.19331347236014565,1,0.0,0,,0
45.0,3.0,1,2.0,0,0.05009328733842499,0,0,1.0,18,8,0.036080767957629926,4,0.0,0,,0
32.0,1.0,1,1.0,0,0.08061636756553603,1,0,,21,5,0.003972194637537239,1,0.0,0,,0
36.0,3.0,1,1.0,0,0.041368572233929736,0,1,1.0,15,7,0.2565375703409467,2,0.0,0,,0
51.0,0.0,0,0.0,1,0.04373095663145461,1,0,1.0,11,5,0.09169149288315127,2,0.30619266055045874,6,0.0,0
34.0,7.0,0,0.0,0,0.0506704607991839,0,0,1.0,21,8,0.6199933796756041,3,0.0,0,,1
,8.0,0,1.0,0,0.04606649575173488,0,0,,15,9,0.015557762330354188,1,0.0,0,,0
45.0,1.0,0,1.0,0,0.05233486798834915,0,1,1.0,28,7,0.009268454154253558,3,0.0,0,,0
32.0,3.0,0,1.0,0,0.04752956336156562,0,0,0.0,5,2,0.056934789804700424,1,0.33142201834862384,3,0.0,0
,4.0,1,0.0,0,0.10700527509697856,0,0,1.0,14,4,0.05196954650777888,1,0.0,0,,1
41.0,3.0,1,2.0,0,0.046724205044227585,1,0,1.0,18,11,0.0605759682224429,3,0.0,0,,0
37.0,3.0,1,2.0,0,0.04446920175568113,1,0,,26,5,0.006620324395895399,1,0.0,0,,0
43.0,3.0,1,,1,0.034872015140736366,1,0,,30,5,0.020854021847070508,3,0.0,0,,0
48.0,5.0,1,,0,0.04446920175568113,1,0,1.0,8,5,0.02681231380337637,1,0.1938073394495413,2,0.0,0
27.0,1.0,0,1.0,0,0.05479121085623012,1,0,,9,5,0.103608076795763,2,0.0,0,,0
33.0,0.0,0,0.0,0,0.04446920175568113,0,0,1.0,28,8,0.07679576299238662,10,0.0,0,,0
29.0,5.0,0,1.0,0,0.05021409108602569,1,1,1.0,7,5,0.0165508109897385,1,0.3967889908256881,2,0.0,0
34.0,0.0,0,0.0,0,0.04446920175568113,0,0,1.0,5,2,0.022178086726249588,1,0.0,0,,0
52.0,0.0,1,0.0,0,0.03144924229204977,1,0,1.0,4,2,0.16054286660046346,1,0.0,0,,1
60.0,0.0,1,,0,0.12920631937826338,0,0,,19,6,0.011585567692816948,2,0.0,0,,0
32.0,0.0,1,0.0,0,0.05719386316962189,0,0,1.0,12,8,0.066203243958954,2,0.0,0,,0
32.0,0.0,0,0.0,0,0.04446920175568113,1,0,1.0,22,7,0.14928831512744126,2,0.0,0,,0
56.0,6.0,1,,0,0.06966349444973892,1,0,,30,5,0.027143330023171132,1,0.0,0,,0
31.0,0.0,0,0.0,0,0.056200587911571655,1,0,1.0,18,11,0.06156901688182721,2,0.0,0,,0
42.0,5.0,1,1.0,0,0.04880471403068415,1,1,,8,5,0.0913604766633565,2,0.0,0,,0
35.0,0.0,1,0.0,0,0.04589200144964497,0,1,1.0,11,8,0.19331347236014565,2,0.0,0,,0
56.0,4.0,1,2.0,0,0.07005275096978564,0,1,,19,6,0.01357166501158557,9,0.0,0,,0
48.0,1.0,1,1.0,0,0.059932081448571164,1,0,1.0,21,7,0.05428666004634227,5,0.0,0,,0
46.0,5.0,1,1.0,0,0.0468718540690729,1,0,1.0,29,1,0.06289308176100629,4,0.5011467889908257,1,1.0,0
37.0,1.0,0,,0,0.04971745345700058,1,0,,8,5,0.03277060575968222,3,0.0,0,,0
41.0,2.0,1,,0,0.04566381659306586,1,0,,6,5,0.10890433631247932,2,0.0,0,,0
36.0,0.0,0,0.0,0,0.050402008026737895,1,1,1.0,29,7,0.03243958953988745,3,0.0,0,,0
45.0,8.0,1,2.0,1,0.04112696473872834,1,1,,1,7,0.029129427341939757,1,0.0,0,,0
55.0,2.0,1,1.0,0,0.15324626515080333,0,0,1.0,6,2,0.06918238993710693,2,0.0,0,,0
39.0,1.0,1,1.0,0,0.05119394370545362,0,0,,26,5,0.09433962264150944,1,0.0,0,,0
35.0,1.0,1,1.0,0,0.048603374451349636,0,0,1.0,22,8,0.02416418404501821,2,0.0,0,,0
55.0,5.0,1,1.0,0,0.052549630206305965,0,0,1.0,1,6,0.1059251903343264,3,0.1043577981651376,2,2.0,1
55.0,1.0,1,1.0,0,0.04813358209956913,1,0,1.0,29,1,0.0264812975835816,3,0.21100917431192664,3,0.0,0
27.0,7.0,0,1.0,0,0.04514033368679615,0,0,1.0,29,1,0.05428666004634227,1,0.0,0,,0
34.0,1.0,1,1.0,0,0.06649575173487604,1,0,1.0,17,4,0.1244620986428335,1,0.0,0,,0
34.0,3.0,1,0.0,0,0.04473765452812714,0,0,,4,10,0.00198609731876862,1,0.0,0,,0
25.0,5.0,0,1.0,0,0.10607911303203983,1,0,,28,5,0.06454816285998012,2,0.0,0,,0
41.0,5.0,0,1.0,0,0.04103300626837224,0,1,,9,5,0.01026150281363787,3,0.0,0,,0
43.0,6.0,1,1.0,0,0.0575965423282909,1,1,,26,5,0.025819265143992052,2,0.0,0,,0
28.0,0.0,0,0.0,0,0.04554301284546517,0,0,1.0,20,10,0.2224428997020854,2,0.16857798165137616,2,0.0,1
31.0,5.0,0,1.0,0,0.07271043341700112,1,0,,3,6,0.14928831512744126,1,0.0,0,,0
,9.0,1,1.0,0,0.05116709842820902,0,0,0.0,16,3,0.025157232704402517,4,0.0,0,,0
45.0,3.0,1,1.0,0,0.0615025301673803,1,0,1.0,29,1,0.1804038397881496,2,0.0,0,,0
48.0,1.0,1,0.0,0,0.04863021972859425,0,0,,6,5,0.04336312479311486,1,0.0,0,,0
32.0,3.0,0,1.0,0,0.059811277700970465,1,1,1.0,10,7,0.13505461767626614,1,0.0,0,,0
42.0,1.0,1,1.0,0,0.08446866485013624,0,0,,20,6,0.03210857332009268,3,0.0,0,,0
37.0,0.0,0,0.0,0,0.04496583938470625,0,0,1.0,28,1,0.08242303872889771,2,0.0,0,,0
40.0,5.0,0,1.0,0,0.0506704607991839,1,1,1.0,6,4,0.08871234690499835,1,0.3853211009174312,4,1.0,0
32.0,5.0,1,1.0,0,0.058307942175272826,1,0,1.0,17,7,0.0264812975835816,1,0.0,0,,0
42.0,0.0,1,0.0,0,0.1653937531039852,0,0,1.0,20,11,0.04336312479311486,2,0.0,0,,0
43.0,5.0,1,1.0,0,0.038227674796311464,1,1,1.0,23,7,0.05362462760675273,1,0.0,0,,0
44.0,5.0,1,1.0,0,0.11401189245781936,1,1,1.0,31,7,0.004634227077126779,7,0.0,0,,0
37.0,5.0,1,1.0,0,0.046831586153206,1,0,1.0,5,5,0.047335319430652105,2,0.39908256880733933,1,0.0,0
37.0,,1,,0,0.06727426477496946,0,0,,9,6,0.019529956967891428,1,0.0,0,,0
37.0,5.0,1,0.0,0,0.04446920175568113,1,0,1.0,17,11,0.02019198940748097,2,0.13761467889908258,1,0.0,0
28.0,1.0,0,0.0,0,0.0467778955987168,1,1,1.0,2,2,0.06289308176100629,2,0.0,0,,0
32.0,6.0,0,1.0,0,0.04446920175568113,0,1,1.0,11,7,0.10890433631247932,2,0.0,0,,0
34.0,5.0,0,1.0,0,0.13814579670071542,1,0,1.0,15,5,0.0033101621979477,5,0.0,0,,0
40.0,5.0,1,1.0,0,0.044549737587414935,0,0,,11,6,0.04501820589208872,1,0.0,0,,0
34.0,6.0,1,1.0,0,0.043636998161098506,1,0,,16,6,0.034756703078450836,3,0.0,0,,0
34.0,7.0,1,0.0,0,0.07093864511885746,1,0,1.0,23,7,0.018867924528301886,2,0.0,0,,0
34.0,5.0,1,0.0,0,0.056536153877129174,1,0,0.0,19,11,0.1234690499834492,3,0.009174311926605505,4,2.0,0
37.0,6.0,0,1.0,0,0.04475107716674944,1,0,1.0,2,2,0.030453492221118837,1,0.3119266055045872,2,1.0,0
36.0,1.0,1,1.0,0,0.04477792244399404,1,0,1.0,8,5,0.04899040052962595,2,0.39908256880733933,1,0.0,0
56.0,4.0,1,1.0,0,0.02828149957718688,1,0,1.0,15,6,0.12512413108242304,2,0.0,0,,1
49.0,3.0,1,2.0,0,0.04446920175568113,1,1,0.0,23,7,0.030784508440913606,6,0.0,0,,0
33.0,7.0,1,1.0,0,0.047355069059475716,1,0,1.0,29,7,0.17841774246938102,12,0.0,0,,0
30.0,0.0,0,0.0,0,0.06288506194547724,0,0,1.0,20,11,0.07811982787156571,2,0.0,0,,0
36.0,6.0,1,1.0,0,0.07105944886645818,0,0,,17,6,0.014564713670969875,2,0.0,0,,0
,10.0,0,1.0,0,0.16817223929880135,0,0,1.0,5,6,0.15458457464415756,2,0.0,0,,0
57.0,4.0,1,1.0,0,0.04499268466195085,1,0,1.0,30,7,0.11585567692816948,3,0.0,0,,0
27.0,3.0,0,1.0,0,0.1191393404115381,1,0,,30,5,0.14266799073154585,2,0.0,0,,0
38.0,6.0,1,1.0,0,0.044482624394303436,0,1,1.0,21,11,0.04899040052962595,2,0.0,0,,0
42.0,1.0,1,0.0,0,0.05496570515832002,0,0,1.0,3,4,0.09301555776233036,1,0.0,0,,0
,4.0,1,1.0,0,0.09508597200037584,0,0,0.0,15,4,0.05991393578285336,1,0.20871559633027525,2,2.0,1
34.0,1.0,0,0.0,0,0.0577844592690031,1,0,1.0,4,5,0.09831181727904667,1,0.10206422018348624,2,2.0,0
48.0,1.0,1,1.0,0,0.0649521482933115,0,0,1.0,6,8,0.08904336312479312,2,0.0,0,,0
35.0,1.0,0,0.0,0,0.08014657521375552,1,0,1.0,19,8,0.25289639192320423,2,0.1628440366972477,3,0.0,1
39.0,0.0,1,0.0,0,0.06211997154400613,1,0,1.0,19,11,0.4412446209864284,4,0.14564220183486234,1,0.0,0
29.0,3.0,0,0.0,0,0.0505765023288278,0,0,0.0,21,4,0.1320754716981132,1,0.0,0,,1
45.0,1.0,0,0.0,0,0.04446920175568113,1,0,1.0,18,11,0.044687189672293945,2,0.0,0,,0
42.0,1.0,1,1.0,0,0.07171715815895087,1,1,1.0,9,7,0.06355511420059583,1,0.0,0,,0
29.0,1.0,1,1.0,0,0.06593200091273943,1,0,1.0,8,7,0.036742800397219465,1,0.07110091743119266,1,0.0,0
38.0,6.0,0,1.0,0,0.04183836458571026,1,0,1.0,2,2,0.01853690830850712,1,0.3119266055045872,1,0.0,0
56.0,4.0,1,1.0,0,0.062361579039207526,0,0,1.0,28,8,0.004303210857332009,14,0.0,0,,0
36.0,1.0,0,1.0,0,0.16727292251110726,1,0,1.0,13,8,0.04534922211188348,3,0.0,0,,0
25.0,3.0,0,1.0,0,0.039771278237876,1,0,,23,6,0.03012247600132406,3,0.0,0,,0
38.0,1.0,1,0.0,0,0.050267781640514896,1,0,1.0,15,5,0.00198609731876862,2,0.4288990825688073,1,1.0,0
57.0,7.0,1,1.0,0,0.1987490100804016,0,0,1.0,19,11,0.06421714664018538,1,0.0,0,,0
31.0,0.0,1,0.0,1,0.04107327418423914,0,0,1.0,12,8,0.07149950347567031,4,0.0,0,,0
42.0,0.0,1,0.0,0,0.049462423323176866,1,0,1.0,3,8,0.21516054286660047,2,0.0,0,,1
45.0,1.0,1,1.0,0,0.06339512221312467,0,0,1.0,11,8,0.022178086726249588,2,0.0,0,,0
30.0,3.0,1,1.0,0,0.057556274412424,1,0,1.0,13,5,0.08341608738828203,2,0.4036697247706422,2,0.0,0
49.0,3.0,1,2.0,0,0.048563106535482736,1,1,0.0,10,7,0.2747434624296591,10,0.0,0,,0
49.0,6.0,1,1.0,0,0.049838257204601284,0,0,1.0,21,8,0.04865938430983118,3,0.0,0,,0
53.0,4.0,1,0.0,0,0.044173903705990517,1,0,1.0,31,7,0.005296259516716318,3,0.0,0,,0
37.0,1.0,1,1.0,0,0.09856243540355164,1,0,,26,5,0.057596822244289976,5,0.0,0,,0
49.0,3.0,1,2.0,0,0.049368464852820766,0,0,,26,5,0.018205892088712348,2,0.0,0,,0
41.0,7.0,1,2.0,0,0.04720742003463041,0,0,1.0,13,8,0.03541873551804038,7,0.0,0,,0
54.0,0.0,1,2.0,0,0.06716688366599106,1,0,1.0,20,11,0.06024495200264812,1,0.0,0,,0
32.0,6.0,0,1.0,0,0.04991879303633509,1,0,,6,5,0.0738166170142337,1,0.0,0,,0
33.0,1.0,1,1.0,0,0.041730983476731855,0,0,1.0,15,5,0.0969877523998676,3,0.0,0,,0
33.0,1.0,1,1.0,0,0.04928792902108697,1,0,1.0,20,4,0.06818934127772261,1,0.2786697247706422,1,1.0,0
36.0,3.0,1,2.0,0,0.04612018630622408,1,0,1.0,18,5,0.0016550810989738498,1,0.0,0,,0
35.0,1.0,1,0.0,0,0.04446920175568113,1,1,1.0,23,9,0.035749751737835164,1,0.07224770642201835,6,1.0,0
52.0,,1,1.0,0,0.04637521644004779,0,0,1.0,25,8,0.035749751737835164,6,0.0,0,,0
40.0,2.0,1,0.0,0,0.09240144427591576,0,0,,9,6,0.07216153591525985,3,0.0,0,,0
44.0,1.0,0,1.0,0,0.04491214883021705,1,0,1.0,13,5,0.06322409798080106,3,0.4036697247706422,10,0.0,0
45.0,3.0,0,1.0,0,0.04446920175568113,1,0,1.0,26,7,0.25289639192320423,2,0.10550458715596332,5,2.0,0
30.0,10.0,0,1.0,0,0.08602569093032307,0,0,1.0,26,1,0.039390930155577625,1,0.0,0,,0
48.0,1.0,1,1.0,1,0.04473765452812714,0,0,1.0,27,8,0.04667328699106256,3,0.0,0,,0
33.0,3.0,1,1.0,0,0.09246855746902727,1,0,1.0,2,4,0.0397219463753724,1,0.3543577981651376,2,1.0,0
57.0,1.0,1,,0,0.04723426531187501,1,0,,5,5,0.07017543859649122,3,0.0,0,,0
57.0,9.0,1,2.0,0,0.13952832847881236,0,0,,6,6,0.021516054286660046,3,0.0,0,,0
51.0,8.0,1,0.0,0,0.06640179326451992,1,0,1.0,22,7,0.05428666004634227,4,0.0,0,,0
34.0,5.0,0,1.0,0,0.044482624394303436,1,0,1.0,22,7,0.1585567692816948,7,0.0,0,,0
